stara_url,nova_url,typ,poznamka
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/751-aae23x503.html,/katalog-produktov/aae23x503,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/752-aam23x502.html,/katalog-produktov/aam23x502,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/753-aam23x503.html,/katalog-produktov/aam23x503,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/754-aam23x504.html,/katalog-produktov/aam23x504,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/755-aam28x502.html,/katalog-produktov/aam28x502,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/756-aam28x503.html,/katalog-produktov/aam28x503,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/757-aam28x504.html,/katalog-produktov/aam28x504,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/770-aae20x503.html,/katalog-produktov/aae20x503,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/771-aae24x501.html,/katalog-produktov/aae24x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/772-aae24x502.html,/katalog-produktov/aae24x502,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/773-aae24x503.html,/katalog-produktov/aae24x503,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/anteny-evx/item/774-aag42x501.html,/katalog-produktov/aag42x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/item/737-motorola-evx-261.html,/katalog-produktov/motorola-evx-261,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/item/740-motorola-evx-s24.html,/katalog-produktov/motorola-evx-s24,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nabijacky-evx.html,/katalog-produktov/kategoria/nabijacky-evx,kategoria,odvodene z produktov
/prenosne-digitalne-radiostanice-evx/nabijacky-evx/item/762-gmln5515a.html,/katalog-produktov/gmln5515a,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nabijacky-evx/item/763-aam19x501.html,/katalog-produktov/aam19x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nabijacky-evx/item/764-aam20x501.html,/katalog-produktov/aam20x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nabijacky-evx/item/765-ps000042a12.html,/katalog-produktov/ps000042a12,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nabijacky-evx/item/783-gmln5511.html,/katalog-produktov/gmln5511,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nabijacky-evx/item/785-aak45x501.html,/katalog-produktov/aak45x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nabijacky-evx/item/787-gmln5513.html,/katalog-produktov/gmln5513,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nahlavne-supravy-evx.html,/katalog-produktov/kategoria/nahlavne-supravy-evx,kategoria,odvodene z produktov
/prenosne-digitalne-radiostanice-evx/nahlavne-supravy-evx/item/767-aam26x501.html,/katalog-produktov/aam26x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nahlavne-supravy-evx/item/792-aal40x501.html,/katalog-produktov/aal40x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nahlavne-supravy-evx/item/793-aal41x501.html,/katalog-produktov/aal41x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nosenie-evx.html,/katalog-produktov/kategoria/nosenie-evx,kategoria,odvodene z produktov
/prenosne-digitalne-radiostanice-evx/nosenie-evx/item/759-aam22x502.html,/katalog-produktov/aam22x502,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nosenie-evx/item/760-aam18x501.html,/katalog-produktov/aam18x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nosenie-evx/item/761-aam22x501.html,/katalog-produktov/aam22x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nosenie-evx/item/778-aah12x501.html,/katalog-produktov/aah12x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nosenie-evx/item/779-aam03x511.html,/katalog-produktov/aam03x511,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nosenie-evx/item/780-aam03x512.html,/katalog-produktov/aam03x512,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nosenie-evx/item/781-aam03x513.html,/katalog-produktov/aam03x513,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/nosenie-evx/item/782-aam03x514.html,/katalog-produktov/aam03x514,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/repromikrofony-evx.html,/katalog-produktov/kategoria/repromikrofony-evx,kategoria,odvodene z produktov
/prenosne-digitalne-radiostanice-evx/repromikrofony-evx/item/768-aae46x509.html,/katalog-produktov/aae46x509,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/repromikrofony-evx/item/769-aam24x501.html,/katalog-produktov/aam24x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/repromikrofony-evx/item/794-a13960507.html,/katalog-produktov/a13960507,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/repromikrofony-evx/item/795-aaf52x501.html,/katalog-produktov/aaf52x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/repromikrofony-evx/item/796-aaf53x501.html,/katalog-produktov/aaf53x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/repromikrofony-evx/item/813-aae46x507.html,/katalog-produktov/aae46x507,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/sluchadla-evx.html,/katalog-produktov/kategoria/sluchadla-evx,kategoria,odvodene z produktov
/prenosne-digitalne-radiostanice-evx/sluchadla-evx/item/766-aam21x501.html,/katalog-produktov/aam21x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/sluchadla-evx/item/788-aak50x501.html,/katalog-produktov/aak50x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/sluchadla-evx/item/789-aal82x501.html,/katalog-produktov/aal82x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/sluchadla-evx/item/790-aal83x501.html,/katalog-produktov/aal83x501,produkt,"K2 ID, automaticky"
/prenosne-digitalne-radiostanice-evx/sluchadla-evx/item/791-aal84x501.html,/katalog-produktov/aal84x501,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv.html,/katalog-produktov,kategoria,"prazdna, na katalog"
/prenosne-radiostanice-archiv/komercne.html,/katalog-produktov/kategoria/prenosne-komercne-radiostanice,kategoria,odvodene z produktov
/prenosne-radiostanice-archiv/komercne/akumulatory.html,/katalog-produktov/kategoria/akumulatory-cp,kategoria,odvodene z produktov
